"team","location","result","events","Expected Goals (xG)","Ball Possession","Total shots","Shots on target","Corner Kicks","Yellow Cards","Shots off target","Blocked Shots","Offsides","Free Kicks","Throw-ins","Fouls","Goalkeeper Saves","Red Cards"
"Getafe","home","draw","[{""time"":30,""event"":""foul""},{""time"":53,""event"":""foul""}]","0.87","65%","22","9","6","2","11","2","3","12","18","19","0","0"
"Villarreal","away","draw","[{""time"":5,""event"":""foul""},{""time"":23,""event"":""foul""},{""time"":62,""event"":""foul""},{""time"":67,""event"":""foul""},{""time"":74,""event"":""foul""}]","0.13","35%","3","0","4","4","2","1","1","20","18","11","9","1"
"Barcelona","home","win","[{""time"":45,""event"":""foul""},{""time"":76,""event"":""goal""},{""time"":93,""event"":""foul""}]","2.28","59%","18","5","13","2","5","8","1","16","26","11","3",
"Sevilla","away","loss","[{""time"":50,""event"":""foul""},{""time"":52,""event"":""foul""},{""time"":89,""event"":""foul""}]","1.16","41%","12","3","3","3","8","1","3","12","32","15","4",
"Osasuna","home","loss","[{""time"":54,""event"":""foul""},{""time"":76,""event"":""foul""},{""time"":78,""event"":""foul""},{""time"":85,""event"":""foul""},{""time"":90,""event"":""foul""}]","0.85","54%","13","2","7","3","8","3","2","10","27","14","1","1"
"Atl. Madrid","away","win","[{""time"":20,""event"":""goal""},{""time"":81,""event"":""goal""},{""time"":82,""event"":""foul""},{""time"":84,""event"":""foul""},{""time"":85,""event"":""foul""}]","1.30","46%","5","3","2","3","2","0","5","16","13","4","2","1"
"Celta Vigo","home","draw","[{""time"":15,""event"":""foul""},{""time"":35,""event"":""goal""},{""time"":52,""event"":""foul""},{""time"":52,""event"":""foul""},{""time"":68,""event"":""foul""},{""time"":69,""event"":""foul""},{""time"":76,""event"":""foul""}]","0.58","46%","8","0","2","5","4","4","0","14","25","9","10","1"
"Alaves","away","draw","[{""time"":73,""event"":""goal""},{""time"":78,""event"":""foul""},{""time"":92,""event"":""foul""},{""time"":95,""event"":""foul""}]","2.20","54%","21","11","8","3","7","3","2","9","19","11","0","0"
"Granada CF","home","draw","[{""time"":3,""event"":""foul""},{""time"":67,""event"":""goal""},{""time"":74,""event"":""foul""}]","1.62","39%","18","7","5","2","7","4","2","12","16","14","2",
"Betis","away","draw","[{""time"":51,""event"":""goal""},{""time"":60,""event"":""foul""},{""time"":88,""event"":""foul""}]","0.75","61%","13","3","7","1","6","4","2","16","18","10","6",
"Cadiz CF","home","draw","[{""time"":5,""event"":""foul""},{""time"":51,""event"":""foul""},{""time"":59,""event"":""foul""},{""time"":73,""event"":""foul""}]","0.46","52%","9","2","1","5","6","1","1","13","25","16","4","0"
"Rayo Vallecano","away","draw","[{""time"":43,""event"":""foul""},{""time"":43,""event"":""foul""},{""time"":47,""event"":""foul""},{""time"":68,""event"":""foul""},{""time"":82,""event"":""foul""},{""time"":88,""event"":""foul""},{""time"":88,""event"":""foul""}]","0.23","48%","9","4","2","6","5","0","2","14","22","13","2","1"
"Valencia","home","loss","[{""time"":42,""event"":""foul""},{""time"":45,""event"":""foul""},{""time"":48,""event"":""foul""},{""time"":79,""event"":""foul""}]","0.35","37%","9","2","0","4","4","3","3","19","26","14","0","1"
"Real Sociedad","away","win","[{""time"":14,""event"":""foul""},{""time"":25,""event"":""foul""},{""time"":32,""event"":""goal""},{""time"":47,""event"":""foul""},{""time"":62,""event"":""foul""},{""time"":68,""event"":""foul""},{""time"":81,""event"":""foul""},{""time"":89,""event"":""foul""}]","0.17","63%","2","1","2","7","1","0","2","19","27","17","2","0"
"Ath Bilbao","home","draw","[{""time"":2,""event"":""foul""},{""time"":6,""event"":""goal""},{""time"":46,""event"":""foul""},{""time"":58,""event"":""foul""},{""time"":62,""event"":""goal""},{""time"":92,""event"":""foul""},{""time"":96,""event"":""foul""},{""time"":96,""event"":""foul""}]","0.63","48%","9","4","5","5","2","3","6","18","23","9","3","1"
"Getafe","away","draw","[{""time"":6,""event"":""foul""},{""time"":51,""event"":""goal""},{""time"":83,""event"":""goal""},{""time"":83,""event"":""foul""},{""time"":92,""event"":""foul""},{""time"":94,""event"":""foul""},{""time"":96,""event"":""foul""},{""time"":96,""event"":""foul""},{""time"":100,""event"":""foul""}]","1.19","52%","13","5","4","6","4","4","1","17","20","19","2","0"
"Real Madrid","home","win","[{""time"":48,""event"":""goal""},{""time"":54,""event"":""goal""}]","1.90","47%","21","9","7","0","3","9","6","10","15","7","2",
"Las Palmas","away","loss","[{""time"":79,""event"":""foul""}]","0.61","53%","16","2","2","1","8","6","2","15","7","9","7",
"Villarreal","home","loss","[{""time"":16,""event"":""foul""},{""time"":49,""event"":""goal""},{""time"":87,""event"":""foul""},{""time"":91,""event"":""foul""}]","2.01","53%","14","3","5","3","6","5","4","11","19","9","3",
"Girona","away","win","[{""time"":56,""event"":""goal""},{""time"":58,""event"":""foul""},{""time"":61,""event"":""goal""},{""time"":91,""event"":""foul""}]","2.32","47%","17","5","6","2","9","3","0","13","13","11","2",
"Mallorca","home","draw","[{""time"":8,""event"":""goal""},{""time"":48,""event"":""goal""},{""time"":48,""event"":""foul""},{""time"":61,""event"":""foul""},{""time"":84,""event"":""foul""},{""time"":91,""event"":""foul""},{""time"":98,""event"":""foul""},{""time"":98,""event"":""foul""}]","0.74","30%","10","5","7","4","2","3","6","8","12","19","2","1"
"Barcelona","away","draw","[{""time"":36,""event"":""foul""},{""time"":41,""event"":""goal""},{""time"":75,""event"":""goal""}]","1.66","70%","10","4","2","1","5","1","1","25","21","7","3","0"
"Sevilla","home","win","[{""time"":7,""event"":""goal""},{""time"":8,""event"":""goal""},{""time"":38,""event"":""goal""},{""time"":51,""event"":""goal""},{""time"":70,""event"":""foul""},{""time"":84,""event"":""foul""},{""time"":91,""event"":""foul""},{""time"":92,""event"":""goal""}]","2.27","47%","18","9","9","3","4","5","0","18","17","15","0",
"Almeria","away","loss","[{""time"":71,""event"":""goal""},{""time"":77,""event"":""foul""},{""time"":86,""event"":""foul""}]","1.96","53%","10","1","4","2","7","2","2","11","27","16","4",
"Atl. Madrid","home","win","[{""time"":4,""event"":""goal""},{""time"":18,""event"":""goal""},{""time"":46,""event"":""foul""},{""time"":46,""event"":""goal""}]","1.37","36%","10","4","6","1","3","3","1","12","19","13","4",
"Real Madrid","away","loss","[{""time"":35,""event"":""goal""},{""time"":45,""event"":""foul""},{""time"":67,""event"":""foul""},{""time"":95,""event"":""foul""}]","1.10","64%","20","5","11","3","8","7","1","18","19","10","1",
"Betis","home","draw","[{""time"":45,""event"":""foul""},{""time"":60,""event"":""goal""},{""time"":96,""event"":""foul""}]","1.92","63%","21","7","11","2","11","3","1","19","14","10","0",
"Cadiz CF","away","draw","[{""time"":38,""event"":""foul""},{""time"":41,""event"":""goal""},{""time"":57,""event"":""foul""},{""time"":96,""event"":""foul""}]","0.19","37%","5","1","8","3","3","1","5","10","12","14","6",
"Las Palmas","home","win","[{""time"":39,""event"":""foul""},{""time"":41,""event"":""foul""},{""time"":43,""event"":""foul""},{""time"":58,""event"":""foul""},{""time"":80,""event"":""foul""},{""time"":92,""event"":""goal""}]","0.52","58%","10","3","6","6","6","1","4","24","10","13","1","1"
"Granada CF","away","loss","[{""time"":7,""event"":""foul""},{""time"":70,""event"":""foul""},{""time"":82,""event"":""foul""},{""time"":89,""event"":""foul""}]","0.04","42%","2","1","7","4","1","0","5","17","20","19","2","0"
"Rayo Vallecano","home","draw","[{""time"":16,""event"":""goal""},{""time"":18,""event"":""foul""},{""time"":63,""event"":""foul""}]","1.27","41%","11","6","2","2","3","2","6","17","16","20","5","0"
"Villarreal","away","draw","[{""time"":15,""event"":""goal""},{""time"":62,""event"":""foul""},{""time"":73,""event"":""foul""},{""time"":77,""event"":""foul""}]","1.32","59%","13","6","8","3","6","1","2","22","10","18","5","1"
"Real Sociedad","home","win","[{""time"":2,""event"":""goal""},{""time"":46,""event"":""foul""},{""time"":48,""event"":""foul""},{""time"":49,""event"":""foul""},{""time"":61,""event"":""goal""},{""time"":66,""event"":""goal""},{""time"":88,""event"":""goal""}]","2.09","61%","10","6","2","3","2","2","3","25","17","13","4",
"Getafe","away","loss","[{""time"":19,""event"":""foul""},{""time"":39,""event"":""goal""},{""time"":50,""event"":""goal""},{""time"":49,""event"":""foul""},{""time"":92,""event"":""goal""}]","1.50","39%","10","7","1","2","3","0","1","16","16","24","2",
"Almeria","home","draw","[{""time"":59,""event"":""goal""},{""time"":60,""event"":""foul""},{""time"":69,""event"":""goal""},{""time"":78,""event"":""foul""},{""time"":83,""event"":""foul""},{""time"":89,""event"":""foul""},{""time"":101,""event"":""foul""}]","2.85","61%","17","10","8","4","5","2","3","11","20","12","3",
"Valencia","away","draw","[{""time"":14,""event"":""goal""},{""time"":51,""event"":""foul""},{""time"":63,""event"":""goal""},{""time"":86,""event"":""foul""}]","0.97","39%","7","5","3","2","1","1","1","16","26","10","8",
"Barcelona","home","win","[{""time"":36,""event"":""foul""},{""time"":39,""event"":""foul""},{""time"":81,""event"":""goal""},{""time"":85,""event"":""goal""},{""time"":89,""event"":""goal""}]","1.46","74%","15","6","2","2","6","3","2","10","22","10","5",
"Celta Vigo","away","loss","[{""time"":19,""event"":""goal""},{""time"":43,""event"":""foul""},{""time"":76,""event"":""goal""}]","1.41","26%","13","7","3","1","4","2","0","10","9","11","3",
"Osasuna","home","draw","[{""time"":68,""event"":""foul""},{""time"":74,""event"":""foul""}]","1.41","43%","16","2","7","2","7","7","2","10","24","11","3",
"Sevilla","away","draw","[{""time"":57,""event"":""foul""},{""time"":64,""event"":""foul""},{""time"":81,""event"":""foul""}]","0.80","57%","15","3","4","3","10","2","4","14","23","7","2",
"Girona","home","win","[{""time"":26,""event"":""goal""},{""time"":33,""event"":""goal""},{""time"":37,""event"":""goal""},{""time"":45,""event"":""goal""},{""time"":57,""event"":""goal""},{""time"":79,""event"":""foul""}]","3.38","56%","23","10","6","1","10","3","1","13","17","10","2",
"Mallorca","away","loss","[{""time"":4,""event"":""goal""},{""time"":31,""event"":""foul""},{""time"":31,""event"":""foul""},{""time"":33,""event"":""foul""},{""time"":38,""event"":""foul""},{""time"":39,""event"":""foul""},{""time"":88,""event"":""goal""},{""time"":91,""event"":""foul""},{""time"":95,""event"":""goal""}]","2.17","44%","15","5","5","5","5","5","3","11","15","12","5",
"Alaves","home","loss","[{""time"":46,""event"":""foul""},{""time"":61,""event"":""foul""},{""time"":78,""event"":""foul""}]","1.09","43%","15","5","3","2","6","4","4","11","26","13","1",
"Ath Bilbao","away","win","[{""time"":18,""event"":""goal""},{""time"":29,""event"":""foul""},{""time"":31,""event"":""foul""},{""time"":76,""event"":""goal""}]","1.52","57%","11","3","4","2","6","2","0","16","30","9","5",
"Granada CF","home","loss","[{""time"":23,""event"":""foul""},{""time"":33,""event"":""foul""},{""time"":63,""event"":""goal""},{""time"":70,""event"":""foul""},{""time"":85,""event"":""goal""}]","1.56","42%","12","5","4","3","5","2","3","23","25","13","3",
"Girona","away","win","[{""time"":22,""event"":""goal""},{""time"":31,""event"":""goal""},{""time"":34,""event"":""goal""},{""time"":72,""event"":""foul""},{""time"":89,""event"":""goal""},{""time"":94,""event"":""foul""},{""time"":97,""event"":""foul""}]","1.95","58%","13","7","5","3","2","4","5","15","22","21","3",
"Real Madrid","home","win","[{""time"":33,""event"":""foul""},{""time"":46,""event"":""goal""},{""time"":60,""event"":""goal""},{""time"":71,""event"":""foul""},{""time"":94,""event"":""foul""}]","1.85","52%","17","8","4","3","5","4","3","16","20","11","4",
"Real Sociedad","away","loss","[{""time"":5,""event"":""goal""},{""time"":68,""event"":""foul""},{""time"":77,""event"":""foul""}]","1.64","48%","15","5","3","2","6","4","2","14","16","14","6",
"Sevilla","home","win","[{""time"":32,""event"":""foul""},{""time"":38,""event"":""foul""},{""time"":68,""event"":""foul""},{""time"":69,""event"":""foul""},{""time"":71,""event"":""goal""}]","1.47","44%","26","9","7","3","10","7","6","11","14","13","2",
"Las Palmas","away","loss","[{""time"":50,""event"":""foul""},{""time"":49,""event"":""foul""},{""time"":52,""event"":""foul""},{""time"":62,""event"":""foul""},{""time"":63,""event"":""foul""},{""time"":92,""event"":""foul""}]","0.51","56%","14","2","3","5","8","4","0","19","28","12","8",
"Villarreal","home","win","[{""time"":26,""event"":""foul""},{""time"":50,""event"":""goal""},{""time"":92,""event"":""foul""},{""time"":94,""event"":""goal""}]","1.03","63%","10","4","7","2","2","4","1","7","12","16","6",
"Almeria","away","loss","[{""time"":44,""event"":""goal""},{""time"":53,""event"":""foul""},{""time"":84,""event"":""foul""},{""time"":89,""event"":""foul""}]","1.63","37%","17","7","6","3","8","2","1","16","18","6","2",
"Getafe","home","win","[{""time"":26,""event"":""foul""},{""time"":36,""event"":""goal""},{""time"":41,""event"":""foul""},{""time"":51,""event"":""goal""},{""time"":60,""event"":""foul""},{""time"":86,""event"":""goal""},{""time"":90,""event"":""foul""},{""time"":92,""event"":""foul""},{""time"":93,""event"":""foul""}]","0.46","45%","11","6","6","6","2","3","0","17","22","15","1",
"Osasuna","away","loss","[{""time"":38,""event"":""foul""},{""time"":45,""event"":""goal""},{""time"":57,""event"":""goal""},{""time"":88,""event"":""foul""}]","1.28","55%","8","3","3","2","5","0","7","13","30","11","3",
"Barcelona","home","win","[{""time"":25,""event"":""goal""},{""time"":32,""event"":""goal""},{""time"":62,""event"":""goal""},{""time"":66,""event"":""goal""},{""time"":81,""event"":""goal""},{""time"":86,""event"":""foul""}]","2.64","65%","17","9","9","1","6","2","3","13","11","9","2",
"Betis","away","loss","[{""time"":72,""event"":""foul""},{""time"":84,""event"":""foul""}]","0.95","35%","11","2","5","2","8","1","3","12","8","10","4",
"Celta Vigo","home","loss","[{""time"":9,""event"":""foul""},{""time"":69,""event"":""foul""}]","1.53","60%","16","4","10","1","9","3","2","15","22","9","3",
"Mallorca","away","win","[{""time"":14,""event"":""foul""},{""time"":85,""event"":""goal""},{""time"":87,""event"":""foul""},{""time"":92,""event"":""foul""}]","0.64","40%","7","4","1","3","3","0","0","11","26","15","4",
"Valencia","home","win","[{""time"":5,""event"":""goal""},{""time"":34,""event"":""goal""},{""time"":54,""event"":""goal""},{""time"":56,""event"":""foul""}]","1.85","37%","12","8","5","1","1","3","0","17","18","13","3",
"Atl. Madrid","away","loss","[{""time"":23,""event"":""foul""},{""time"":36,""event"":""foul""},{""time"":37,""event"":""foul""},{""time"":74,""event"":""foul""},{""time"":86,""event"":""foul""}]","0.72","63%","11","3","8","5","4","4","0","15","22","17","5",
"Ath Bilbao","home","win","[{""time"":47,""event"":""foul""},{""time"":66,""event"":""goal""},{""time"":68,""event"":""goal""},{""time"":90,""event"":""goal""}]","2.85","65%","20","9","5","1","9","2","1","24","29","10","4",
"Cadiz CF","away","loss","[{""time"":46,""event"":""foul""},{""time"":50,""event"":""foul""},{""time"":87,""event"":""foul""},{""time"":93,""event"":""foul""}]","0.24","35%","5","4","4","4","0","1","4","12","20","20","6",
"Rayo Vallecano","home","win","[{""time"":19,""event"":""foul""},{""time"":43,""event"":""goal""},{""time"":82,""event"":""goal""},{""time"":95,""event"":""foul""}]","3.11","52%","20","11","5","2","6","3","0","14","27","15","1",
"Alaves","away","loss","[{""time"":23,""event"":""foul""},{""time"":24,""event"":""foul""},{""time"":41,""event"":""foul""},{""time"":95,""event"":""foul""}]","0.55","48%","9","1","3","3","5","3","1","15","27","14","9",
"Osasuna","home","loss","[{""time"":41,""event"":""foul""},{""time"":67,""event"":""foul""},{""time"":76,""event"":""goal""},{""time"":84,""event"":""foul""}]","0.71","30%","11","3","8","1","2","6","2","17","26","6","2","1"
"Barcelona","away","win","[{""time"":33,""event"":""foul""},{""time"":46,""event"":""goal""},{""time"":83,""event"":""foul""},{""time"":85,""event"":""goal""},{""time"":91,""event"":""foul""}]","2.05","70%","9","4","5","3","3","2","2","7","21","16","2","0"
"Mallorca","home","draw","[]","0.45","33%","8","2","3","0","2","4","5","21","13","12","3",
"Ath Bilbao","away","draw","[{""time"":44,""event"":""foul""}]","0.67","67%","11","3","5","1","4","4","4","17","27","17","2",
"Girona","home","win","[{""time"":23,""event"":""foul""},{""time"":30,""event"":""foul""},{""time"":67,""event"":""foul""},{""time"":85,""event"":""foul""},{""time"":88,""event"":""goal""}]","1.16","46%","11","6","3","3","4","1","4","9","14","15","5",
"Las Palmas","away","loss","[{""time"":26,""event"":""foul""},{""time"":35,""event"":""foul""},{""time"":48,""event"":""foul""}]","1.11","54%","10","5","5","3","1","4","0","17","13","10","5",
"Betis","home","win","[{""time"":15,""event"":""foul""},{""time"":43,""event"":""foul""},{""time"":53,""event"":""goal""},{""time"":85,""event"":""foul""}]","0.91","56%","14","5","2","3","7","2","2","24","14","22","6",
"Rayo Vallecano","away","loss","[{""time"":45,""event"":""foul""},{""time"":55,""event"":""foul""},{""time"":58,""event"":""foul""},{""time"":58,""event"":""foul""},{""time"":86,""event"":""foul""}]","0.37","44%","15","6","3","5","4","5","4","24","24","20","4",
"Alaves","home","win","[{""time"":5,""event"":""foul""},{""time"":6,""event"":""goal""},{""time"":38,""event"":""foul""},{""time"":47,""event"":""foul""},{""time"":81,""event"":""foul""},{""time"":89,""event"":""foul""},{""time"":95,""event"":""foul""}]","1.20","39%","7","1","1","4","4","2","3","8","26","18","4",
"Valencia","away","loss","[{""time"":47,""event"":""foul""},{""time"":86,""event"":""foul""}]","0.60","61%","9","4","2","2","3","2","0","23","22","9","0",
"Real Madrid","home","win","[{""time"":48,""event"":""foul""},{""time"":47,""event"":""goal""},{""time"":51,""event"":""foul""},{""time"":95,""event"":""goal""}]","2.21","76%","26","12","11","2","9","5","2","16","22","12","1",
"Getafe","away","loss","[{""time"":7,""event"":""foul""},{""time"":11,""event"":""goal""},{""time"":68,""event"":""foul""},{""time"":81,""event"":""foul""},{""time"":83,""event"":""foul""},{""time"":87,""event"":""foul""},{""time"":94,""event"":""foul""}]","0.39","24%","6","2","1","6","2","2","0","15","16","16","10",
"Real Sociedad","home","win","[{""time"":9,""event"":""goal""},{""time"":44,""event"":""goal""},{""time"":54,""event"":""foul""},{""time"":59,""event"":""goal""},{""time"":67,""event"":""goal""},{""time"":76,""event"":""goal""}]","2.08","62%","15","6","2","1","7","2","8","21","14","15","3",
"Granada CF","away","loss","[{""time"":21,""event"":""foul""},{""time"":35,""event"":""goal""},{""time"":38,""event"":""foul""},{""time"":53,""event"":""foul""},{""time"":54,""event"":""foul""},{""time"":83,""event"":""goal""},{""time"":86,""event"":""foul""},{""time"":99,""event"":""goal""}]","0.77","38%","8","5","5","5","1","2","5","23","15","14","1",
"Almeria","home","loss","[{""time"":28,""event"":""foul""},{""time"":54,""event"":""goal""},{""time"":68,""event"":""goal""}]","2.88","63%","16","5","6","1","8","3","1","11","23","9","5",
"Celta Vigo","away","win","[{""time"":24,""event"":""goal""},{""time"":33,""event"":""goal""},{""time"":55,""event"":""foul""},{""time"":87,""event"":""goal""}]","1.65","37%","14","8","5","1","4","2","3","11","21","9","3",
"Cadiz CF","home","win","[{""time"":18,""event"":""goal""},{""time"":19,""event"":""foul""},{""time"":22,""event"":""foul""},{""time"":30,""event"":""goal""},{""time"":50,""event"":""goal""},{""time"":80,""event"":""foul""},{""time"":82,""event"":""foul""},{""time"":86,""event"":""foul""}]","2.27","42%","18","4","7","5","6","8","2","17","20","21","2","0"
"Villarreal","away","loss","[{""time"":10,""event"":""goal""},{""time"":22,""event"":""foul""},{""time"":35,""event"":""foul""},{""time"":46,""event"":""foul""},{""time"":53,""event"":""foul""},{""time"":61,""event"":""foul""},{""time"":95,""event"":""foul""}]","0.37","58%","7","3","3","4","2","2","2","23","22","15","1","1"
"Rayo Vallecano","home","loss","[{""time"":39,""event"":""foul""},{""time"":64,""event"":""foul""},{""time"":81,""event"":""foul""},{""time"":88,""event"":""foul""}]","0.54","56%","12","3","8","4","7","2","3","13","27","19","3",
"Atl. Madrid","away","win","[{""time"":2,""event"":""goal""},{""time"":16,""event"":""goal""},{""time"":36,""event"":""goal""},{""time"":49,""event"":""foul""},{""time"":73,""event"":""goal""},{""time"":75,""event"":""foul""},{""time"":79,""event"":""goal""},{""time"":84,""event"":""goal""},{""time"":86,""event"":""goal""},{""time"":87,""event"":""foul""}]","3.69","44%","17","10","3","3","4","3","1","21","13","17","3",
"Getafe","home","win","[{""time"":72,""event"":""foul""},{""time"":84,""event"":""goal""}]","2.03","47%","15","4","4","1","9","2","0","16","25","13","2",
"Alaves","away","loss","[{""time"":82,""event"":""foul""},{""time"":83,""event"":""foul""},{""time"":83,""event"":""foul""}]","0.63","53%","16","2","5","2","9","5","3","14","29","15","3",
"Ath Bilbao","home","win","[{""time"":30,""event"":""goal""},{""time"":45,""event"":""goal""},{""time"":52,""event"":""goal""},{""time"":59,""event"":""foul""},{""time"":61,""event"":""foul""},{""time"":79,""event"":""foul""},{""time"":84,""event"":""goal""},{""time"":91,""event"":""foul""}]","2.97","47%","14","6","5","4","5","3","2","10","33","23","2",
"Betis","away","loss","[{""time"":2,""event"":""goal""},{""time"":10,""event"":""goal""},{""time"":44,""event"":""foul""},{""time"":48,""event"":""foul""}]","0.26","53%","9","4","3","2","3","2","2","22","19","11","2",
"Valencia","home","loss","[{""time"":23,""event"":""foul""},{""time"":27,""event"":""foul""},{""time"":59,""event"":""foul""},{""time"":80,""event"":""goal""}]","1.52","65%","16","4","6","3","10","2","3","15","34","13","0",
"Osasuna","away","win","[{""time"":24,""event"":""goal""},{""time"":35,""event"":""foul""},{""time"":62,""event"":""foul""},{""time"":91,""event"":""foul""},{""time"":94,""event"":""foul""},{""time"":95,""event"":""goal""}]","1.38","35%","7","2","3","4","3","2","1","14","25","12","3",
"Villarreal","home","loss","[{""time"":26,""event"":""goal""},{""time"":40,""event"":""goal""},{""time"":51,""event"":""foul""},{""time"":50,""event"":""goal""},{""time"":57,""event"":""foul""},{""time"":80,""event"":""foul""}]","1.56","39%","13","6","2","3","3","4","5","16","14","12","7",
"Barcelona","away","win","[{""time"":12,""event"":""goal""},{""time"":15,""event"":""goal""},{""time"":44,""event"":""foul""},{""time"":51,""event"":""foul""},{""time"":68,""event"":""goal""},{""time"":71,""event"":""goal""},{""time"":82,""event"":""foul""}]","2.75","61%","21","11","6","3","4","6","3","18","12","14","3",
"Sevilla","home","loss","[{""time"":47,""event"":""goal""},{""time"":58,""event"":""foul""},{""time"":61,""event"":""foul""},{""time"":75,""event"":""foul""}]","1.20","51%","21","4","6","2","13","4","4","19","27","11","1",
"Girona","away","win","[{""time"":16,""event"":""goal""},{""time"":37,""event"":""foul""},{""time"":56,""event"":""goal""}]","0.50","49%","8","3","6","1","5","0","1","14","13","18","3",
"Granada CF","home","win","[{""time"":12,""event"":""goal""},{""time"":16,""event"":""foul""},{""time"":41,""event"":""foul""},{""time"":46,""event"":""goal""},{""time"":70,""event"":""goal""}]","1.13","52%","10","4","5","2","3","3","1","28","22","11","3",
"Mallorca","away","loss","[{""time"":18,""event"":""foul""},{""time"":33,""event"":""foul""},{""time"":38,""event"":""goal""},{""time"":41,""event"":""foul""},{""time"":47,""event"":""foul""},{""time"":51,""event"":""foul""},{""time"":68,""event"":""foul""},{""time"":87,""event"":""goal""},{""time"":92,""event"":""foul""},{""time"":94,""event"":""foul""},{""time"":97,""event"":""foul""}]","1.43","48%","10","5","3","7","4","1","1","11","20","27","1",
"Cadiz CF","home","draw","[{""time"":59,""event"":""goal""},{""time"":100,""event"":""foul""}]","1.37","52%","11","3","7","0","4","4","0","22","15","16","1","1"
"Almeria","away","draw","[{""time"":9,""event"":""foul""},{""time"":27,""event"":""foul""},{""time"":50,""event"":""foul""},{""time"":72,""event"":""foul""},{""time"":90,""event"":""foul""},{""time"":95,""event"":""goal""}]","0.23","48%","5","2","3","5","2","1","1","15","15","22","2","1"
"Celta Vigo","home","loss","[{""time"":3,""event"":""foul""},{""time"":67,""event"":""foul""},{""time"":94,""event"":""foul""}]","1.09","36%","13","4","3","2","6","3","0","16","17","19","2",
"Real Madrid","away","win","[{""time"":68,""event"":""foul""},{""time"":71,""event"":""foul""},{""time"":81,""event"":""goal""},{""time"":93,""event"":""foul""},{""time"":96,""event"":""foul""}]","1.29","64%","10","3","5","3","5","2","3","18","13","14","4",
"Las Palmas","home","draw","[{""time"":45,""event"":""foul""}]","1.47","52%","11","5","5","1","3","3","3","33","16","7","1",
"Real Sociedad","away","draw","[{""time"":44,""event"":""foul""},{""time"":72,""event"":""foul""},{""time"":82,""event"":""foul""},{""time"":91,""event"":""foul""}]","1.13","48%","8","1","7","4","4","3","4","10","14","29","5",
"Granada CF","home","loss","[{""time"":11,""event"":""foul""},{""time"":50,""event"":""foul""},{""time"":86,""event"":""foul""}]","1.18","49%","14","7","5","2","5","2","1","19","22","14","7","1"
"Rayo Vallecano","away","win","[{""time"":50,""event"":""foul""},{""time"":75,""event"":""goal""},{""time"":79,""event"":""goal""}]","1.83","51%","17","9","6","1","6","2","7","15","25","11","7","0"
"Alaves","home","win","[{""time"":7,""event"":""goal""},{""time"":44,""event"":""goal""},{""time"":54,""event"":""goal""},{""time"":59,""event"":""goal""},{""time"":91,""event"":""foul""}]","2.09","33%","14","7","4","1","7","0","0","15","21","14","0",
"Sevilla","away","loss","[{""time"":15,""event"":""goal""},{""time"":41,""event"":""goal""},{""time"":62,""event"":""foul""},{""time"":97,""event"":""goal""},{""time"":99,""event"":""foul""}]","0.64","67%","12","2","4","2","4","6","1","14","29","13","3",
"Betis","home","draw","[{""time"":38,""event"":""foul""},{""time"":51,""event"":""foul""}]","0.70","53%","14","0","2","2","8","6","3","11","16","10","1",
"Atl. Madrid","away","draw","[{""time"":43,""event"":""foul""},{""time"":54,""event"":""foul""}]","0.41","47%","5","1","7","1","2","2","2","13","14","8","0",
"Barcelona","home","win","[{""time"":26,""event"":""foul""},{""time"":26,""event"":""foul""},{""time"":51,""event"":""foul""},{""time"":73,""event"":""foul""},{""time"":82,""event"":""goal""},{""time"":94,""event"":""goal""}]","3.65","75%","24","10","10","4","6","8","1","23","14","9","1",
"Cadiz CF","away","loss","[{""time"":14,""event"":""foul""},{""time"":47,""event"":""foul""},{""time"":93,""event"":""foul""}]","1.24","25%","10","1","2","3","7","2","1","10","13","22","8",
"Girona","home","win","[{""time"":12,""event"":""foul""},{""time"":48,""event"":""foul""},{""time"":55,""event"":""goal""},{""time"":62,""event"":""foul""},{""time"":65,""event"":""goal""}]","1.51","65%","7","6","3","2","0","1","3","22","10","11","2",
"Getafe","away","loss","[{""time"":7,""event"":""foul""},{""time"":28,""event"":""foul""},{""time"":29,""event"":""foul""},{""time"":30,""event"":""foul""},{""time"":50,""event"":""foul""},{""time"":93,""event"":""foul""}]","0.68","35%","9","2","2","5","6","1","2","13","24","20","3",
"Osasuna","home","loss","[{""time"":59,""event"":""foul""},{""time"":94,""event"":""foul""}]","0.89","62%","18","7","5","1","5","6","2","14","26","9","0","1"
"Ath Bilbao","away","win","[{""time"":11,""event"":""goal""},{""time"":20,""event"":""goal""},{""time"":38,""event"":""foul""},{""time"":47,""event"":""foul""},{""time"":59,""event"":""foul""},{""time"":71,""event"":""foul""},{""time"":94,""event"":""foul""}]","1.45","38%","8","2","3","5","4","2","0","11","14","14","7","1"
"Almeria","home","loss","[{""time"":3,""event"":""goal""},{""time"":59,""event"":""foul""}]","1.32","43%","20","8","4","1","8","4","1","16","12","10","6",
"Real Madrid","away","win","[{""time"":19,""event"":""goal""},{""time"":50,""event"":""foul""},{""time"":60,""event"":""goal""},{""time"":73,""event"":""goal""}]","1.82","57%","25","9","5","0","11","5","4","12","18","13","7",
"Real Sociedad","home","draw","[{""time"":22,""event"":""goal""},{""time"":40,""event"":""foul""},{""time"":69,""event"":""foul""}]","0.62","52%","11","2","9","2","5","4","0","15","32","12","5",
