"team","location","result","events","Expected Goals (xG)","Ball Possession","Total shots","Shots on target","Corner Kicks","Yellow Cards","Shots off target","Offsides","Free Kicks","Throw-ins","Fouls","Goalkeeper Saves","Red Cards"
"Dusseldorf","home","loss","[{""time"":103,""event"":""foul""}]","1.94","42%","19","5","14","1","14","0","19","19","15","5",
"Bochum","away","win","[{""time"":5,""event"":""foul""},{""time"":8,""event"":""foul""},{""time"":18,""event"":""goal""},{""time"":39,""event"":""foul""},{""time"":66,""event"":""goal""},{""time"":70,""event"":""goal""},{""time"":106,""event"":""foul""}]","2.76","58%","24","8","8","4","16","0","13","24","21","5",
"Bochum","home","loss","[{""time"":71,""event"":""foul""},{""time"":93,""event"":""foul""}]","1.32","55%","15","3","7","2","12","4","17","10","13","5",
"Dusseldorf","away","win","[{""time"":13,""event"":""goal""},{""time"":64,""event"":""goal""},{""time"":72,""event"":""goal""}]","2.25","45%","19","8","8","0","11","3","16","23","14","3",
"Bayer Leverkusen","home","win","[{""time"":12,""event"":""goal""},{""time"":27,""event"":""goal""}]","2.86","62%","19","8","5","0","11","5","6","10","6","1",
"Augsburg","away","loss","[{""time"":41,""event"":""foul""},{""time"":62,""event"":""goal""},{""time"":82,""event"":""foul""}]","0.77","38%","8","2","4","1","6","0","11","10","7","6",
"Dortmund","home","win","[{""time"":30,""event"":""goal""},{""time"":38,""event"":""goal""},{""time"":72,""event"":""goal""},{""time"":88,""event"":""goal""}]","2.83","71%","21","10","7","0","11","0","13","17","4","1",
"Darmstadt","away","loss","[{""time"":7,""event"":""foul""},{""time"":45,""event"":""foul""},{""time"":59,""event"":""foul""},{""time"":67,""event"":""foul""}]","0.42","29%","7","1","3","3","6","2","4","15","10","6",
"Eintracht Frankfurt","home","draw","[{""time"":60,""event"":""goal""},{""time"":61,""event"":""foul""},{""time"":77,""event"":""goal""},{""time"":92,""event"":""foul""}]","2.02","46%","19","6","8","2","13","0","12","22","10","3",
"RB Leipzig","away","draw","[{""time"":42,""event"":""goal""},{""time"":46,""event"":""goal""},{""time"":51,""event"":""foul""},{""time"":92,""event"":""foul""}]","1.73","54%","9","5","3","2","4","4","8","16","11","4",
"Heidenheim","home","win","[{""time"":16,""event"":""goal""},{""time"":22,""event"":""goal""},{""time"":36,""event"":""goal""},{""time"":76,""event"":""foul""},{""time"":78,""event"":""goal""}]","0.92","50%","13","7","5","1","6","2","19","27","9","8",
"FC Koln","away","loss","[{""time"":30,""event"":""foul""},{""time"":52,""event"":""foul""},{""time"":64,""event"":""goal""},{""time"":77,""event"":""foul""}]","2.56","50%","19","9","12","3","10","0","11","22","20","3",
"Hoffenheim","home","win","[{""time"":8,""event"":""goal""},{""time"":51,""event"":""foul""},{""time"":54,""event"":""foul""},{""time"":68,""event"":""goal""},{""time"":85,""event"":""goal""},{""time"":87,""event"":""goal""},{""time"":88,""event"":""foul""}]","2.21","48%","17","9","6","3","8","1","11","14","7","2",
"Bayern Munich","away","loss","[{""time"":4,""event"":""goal""},{""time"":6,""event"":""goal""},{""time"":94,""event"":""foul""}]","1.59","52%","12","4","5","1","8","3","8","11","9","5",
"Stuttgart","home","win","[{""time"":23,""event"":""goal""},{""time"":31,""event"":""goal""},{""time"":75,""event"":""goal""},{""time"":83,""event"":""goal""},{""time"":92,""event"":""foul""}]","1.84","58%","21","11","8","1","10","0","10","10","4","5",
"B. Monchengladbach","away","loss","[{""time"":56,""event"":""foul""},{""time"":89,""event"":""foul""}]","1.45","42%","13","5","4","2","8","1","6","14","9","7",
"Union Berlin","home","win","[{""time"":38,""event"":""foul""},{""time"":52,""event"":""foul""},{""time"":67,""event"":""foul""},{""time"":68,""event"":""goal""},{""time"":70,""event"":""foul""},{""time"":75,""event"":""foul""},{""time"":85,""event"":""foul""},{""time"":92,""event"":""foul""},{""time"":92,""event"":""goal""},{""time"":97,""event"":""foul""},{""time"":98,""event"":""foul""}]","2.68","43%","14","5","3","7","9","0","8","25","14","4",
"Freiburg","away","loss","[{""time"":37,""event"":""foul""},{""time"":54,""event"":""foul""},{""time"":75,""event"":""foul""},{""time"":85,""event"":""goal""}]","1.04","57%","11","5","7","4","6","0","14","15","9","3",
"Werder Bremen","home","win","[{""time"":6,""event"":""goal""},{""time"":36,""event"":""foul""},{""time"":78,""event"":""goal""},{""time"":80,""event"":""goal""},{""time"":87,""event"":""goal""}]","3.87","48%","25","12","8","1","13","0","12","15","12","7",
"Bochum","away","loss","[{""time"":37,""event"":""foul""},{""time"":85,""event"":""goal""}]","1.98","52%","26","8","8","1","18","0","12","19","12","8",
"Wolfsburg","home","loss","[{""time"":18,""event"":""goal""},{""time"":52,""event"":""foul""},{""time"":71,""event"":""foul""}]","1.13","60%","12","4","1","2","8","1","15","16","13","3",
"Mainz","away","win","[{""time"":12,""event"":""foul""},{""time"":24,""event"":""goal""},{""time"":54,""event"":""foul""},{""time"":71,""event"":""goal""},{""time"":85,""event"":""goal""},{""time"":89,""event"":""foul""}]","1.65","40%","12","6","3","3","6","3","14","25","15","3",
"Bochum","home","loss","[{""time"":15,""event"":""foul""},{""time"":46,""event"":""foul""},{""time"":63,""event"":""foul""}]","0.16","34%","2","0","2","2","2","3","12","12","5","5","1"
"Bayer Leverkusen","away","win","[{""time"":27,""event"":""foul""},{""time"":41,""event"":""goal""},{""time"":47,""event"":""goal""},{""time"":76,""event"":""goal""},{""time"":86,""event"":""goal""},{""time"":93,""event"":""goal""}]","4.29","66%","28","10","6","1","18","2","8","17","10","0","0"
"Bayern Munich","home","win","[{""time"":4,""event"":""goal""},{""time"":13,""event"":""goal""},{""time"":19,""event"":""foul""}]","0.35","58%","5","3","4","0","2","3","8","12","7","2",
"Wolfsburg","away","loss","[{""time"":53,""event"":""foul""},{""time"":93,""event"":""foul""}]","0.22","42%","5","2","0","2","3","0","10","11","8","1",
"Darmstadt","home","loss","[{""time"":53,""event"":""foul""},{""time"":68,""event"":""foul""},{""time"":75,""event"":""foul""}]","0.67","44%","9","1","2","3","8","3","6","19","9","1",
"Hoffenheim","away","win","[{""time"":2,""event"":""goal""},{""time"":6,""event"":""goal""},{""time"":22,""event"":""goal""},{""time"":26,""event"":""goal""},{""time"":44,""event"":""goal""},{""time"":51,""event"":""goal""}]","3.22","56%","12","7","3","0","5","3","9","12","3","1",
"Mainz","home","win","[{""time"":12,""event"":""goal""},{""time"":19,""event"":""goal""},{""time"":23,""event"":""goal""},{""time"":46,""event"":""foul""},{""time"":56,""event"":""foul""}]","2.47","35%","14","6","4","2","8","2","13","13","14","2",
"Dortmund","away","loss","[{""time"":41,""event"":""foul""},{""time"":53,""event"":""foul""},{""time"":80,""event"":""foul""}]","0.67","65%","10","2","2","2","8","2","8","13","11","3",
"B. Monchengladbach","home","draw","[{""time"":9,""event"":""goal""},{""time"":25,""event"":""foul""}]","0.44","45%","6","3","2","1","3","0","12","17","9","0",
"Eintracht Frankfurt","away","draw","[{""time"":35,""event"":""goal""}]","1.50","55%","16","1","8","0","15","3","9","28","10","2",
"FC Koln","home","win","[{""time"":20,""event"":""foul""},{""time"":36,""event"":""foul""},{""time"":45,""event"":""goal""},{""time"":53,""event"":""foul""},{""time"":74,""event"":""foul""},{""time"":87,""event"":""goal""},{""time"":92,""event"":""goal""}]","2.89","63%","18","5","6","3","13","0","16","23","15","4",
"Union Berlin","away","loss","[{""time"":15,""event"":""goal""},{""time"":19,""event"":""goal""},{""time"":44,""event"":""foul""},{""time"":60,""event"":""foul""},{""time"":84,""event"":""foul""}]","1.62","37%","14","6","8","2","8","1","14","16","16","2",
"Freiburg","home","draw","[{""time"":29,""event"":""goal""},{""time"":64,""event"":""foul""}]","1.94","52%","19","3","2","1","16","2","11","13","9","2",
"Heidenheim","away","draw","[{""time"":18,""event"":""foul""},{""time"":38,""event"":""goal""}]","1.17","48%","9","3","4","1","6","1","9","13","11","2",
"RB Leipzig","home","draw","[{""time"":28,""event"":""foul""},{""time"":61,""event"":""goal""}]","1.93","47%","13","5","4","1","8","2","10","19","12","1",
"Werder Bremen","away","draw","[{""time"":36,""event"":""goal""}]","1.05","53%","10","1","3","0","9","2","13","10","6","4",
"Augsburg","home","loss","[{""time"":32,""event"":""foul""},{""time"":63,""event"":""foul""},{""time"":76,""event"":""foul""},{""time"":82,""event"":""foul""},{""time"":95,""event"":""foul""}]","0.71","27%","9","1","5","4","8","4","12","13","15","6",
"Stuttgart","away","win","[{""time"":42,""event"":""foul""},{""time"":48,""event"":""goal""},{""time"":72,""event"":""foul""}]","2.37","73%","19","7","5","2","12","0","19","15","9","1",
"Heidenheim","home","draw","[{""time"":35,""event"":""foul""},{""time"":65,""event"":""goal""},{""time"":76,""event"":""foul""}]","1.29","48%","16","6","6","2","10","2","9","19","8","3",
"Mainz","away","draw","[{""time"":27,""event"":""foul""},{""time"":37,""event"":""goal""},{""time"":69,""event"":""foul""},{""time"":84,""event"":""foul""}]","0.93","52%","10","4","3","3","6","2","9","22","8","5",
"Eintracht Frankfurt","home","loss","[{""time"":32,""event"":""goal""}]","1.22","53%","16","5","10",,"11","1","6","10","10","1",
"Bayer Leverkusen","away","win","[{""time"":12,""event"":""goal""},{""time"":44,""event"":""goal""},{""time"":58,""event"":""goal""},{""time"":77,""event"":""goal""},{""time"":89,""event"":""goal""}]","2.83","47%","10","6","5",,"4","1","7","16","4","4",
"Union Berlin","home","loss","[{""time"":59,""event"":""goal""},{""time"":62,""event"":""goal""},{""time"":74,""event"":""goal""}]","1.49","50%","12","6","6","0","6","1","15","30","13","1",
"Bochum","away","win","[{""time"":16,""event"":""goal""},{""time"":31,""event"":""goal""},{""time"":37,""event"":""goal""},{""time"":70,""event"":""goal""},{""time"":95,""event"":""foul""}]","1.59","50%","17","5","4","1","12","0","14","35","16","3",
"FC Koln","home","draw","[{""time"":74,""event"":""foul""}]","1.11","55%","20","7","7","1","13","0","9","33","10","0",
"Freiburg","away","draw","[{""time"":51,""event"":""foul""}]","0.43","45%","4","0","1","1","4","0","11","16","9","7",
"Dortmund","home","win","[{""time"":4,""event"":""goal""},{""time"":20,""event"":""goal""},{""time"":29,""event"":""goal""},{""time"":34,""event"":""goal""},{""time"":64,""event"":""goal""}]","4.27","58%","21","10","6","0","11","1","11","8","4","3",
"Augsburg","away","loss","[{""time"":10,""event"":""foul""},{""time"":32,""event"":""goal""}]","2.25","42%","20","4","9","1","16","0","5","10","11","5",
"Stuttgart","home","win","[{""time"":24,""event"":""foul""},{""time"":29,""event"":""goal""},{""time"":83,""event"":""goal""},{""time"":93,""event"":""goal""}]","1.97","56%","24","11","3","1","13","3","7","20","10","2",
"Bayern Munich","away","loss","[{""time"":17,""event"":""foul""},{""time"":20,""event"":""foul""},{""time"":37,""event"":""goal""},{""time"":78,""event"":""foul""},{""time"":94,""event"":""foul""}]","1.56","44%","10","3","1","2","7","0","12","13","8","8",
"Werder Bremen","home","draw","[{""time"":45,""event"":""goal""},{""time"":65,""event"":""goal""}]","1.85","55%","17","6","7",,"11","2","8","13","6","5",
"B. Monchengladbach","away","draw","[{""time"":8,""event"":""goal""},{""time"":91,""event"":""goal""}]","1.95","45%","17","7","2",,"10","1","7","10","7","4",
"Wolfsburg","home","win","[{""time"":8,""event"":""goal""},{""time"":11,""event"":""goal""},{""time"":93,""event"":""goal""}]","1.94","53%","18","6","9","0","12","0","13","24","11","1",
"Darmstadt","away","loss","[{""time"":7,""event"":""foul""},{""time"":32,""event"":""foul""},{""time"":34,""event"":""foul""},{""time"":91,""event"":""foul""}]","0.39","47%","6","1","2","3","5","4","8","14","13","3",
"Hoffenheim","home","draw","[{""time"":69,""event"":""foul""},{""time"":90,""event"":""goal""}]","1.66","55%","18","8","4","1","10","0","12","17","6","4","0"
"RB Leipzig","away","draw","[{""time"":16,""event"":""foul""},{""time"":38,""event"":""goal""},{""time"":55,""event"":""foul""},{""time"":72,""event"":""foul""},{""time"":86,""event"":""foul""}]","0.86","45%","8","5","4","3","3","4","6","17","8","7","1"
"Darmstadt","home","loss","[{""time"":52,""event"":""foul""},{""time"":60,""event"":""foul""}]","0.77","47%","12","4","3","2","8","1","14","17","14","5",
"Heidenheim","away","win","[{""time"":43,""event"":""foul""},{""time"":90,""event"":""goal""}]","2.13","53%","19","6","8","1","13","2","16","32","12","4",
"Mainz","home","draw","[{""time"":28,""event"":""foul""},{""time"":29,""event"":""goal""},{""time"":56,""event"":""foul""},{""time"":70,""event"":""foul""},{""time"":83,""event"":""foul""},{""time"":87,""event"":""foul""},{""time"":99,""event"":""foul""}]","2.25","46%","16","4","6","4","12","1","14","24","17","5","1"
"FC Koln","away","draw","[{""time"":28,""event"":""foul""},{""time"":48,""event"":""foul""},{""time"":66,""event"":""foul""},{""time"":66,""event"":""foul""},{""time"":76,""event"":""foul""},{""time"":95,""event"":""goal""}]","3.03","54%","16","6","6","4","10","1","16","26","13","3","0"
"B. Monchengladbach","home","draw","[{""time"":46,""event"":""foul""},{""time"":89,""event"":""foul""}]","0.97","52%","13","4","3","2","9","0","12","28","3","7",
"Union Berlin","away","draw","[{""time"":44,""event"":""foul""},{""time"":48,""event"":""foul""}]","0.93","48%","14","7","4","2","7","0","3","25","13","4",
"Bayer Leverkusen","home","draw","[{""time"":31,""event"":""foul""},{""time"":41,""event"":""foul""},{""time"":58,""event"":""foul""},{""time"":61,""event"":""goal""},{""time"":70,""event"":""foul""},{""time"":83,""event"":""foul""},{""time"":96,""event"":""goal""}]","1.32","45%","14","6","5","4","8","1","21","17","10","2",
"Stuttgart","away","draw","[{""time"":42,""event"":""foul""},{""time"":47,""event"":""goal""},{""time"":57,""event"":""goal""},{""time"":69,""event"":""foul""},{""time"":70,""event"":""foul""},{""time"":77,""event"":""foul""}]","1.76","55%","11","4","2","3","7","2","9","17","19","4",
"Augsburg","home","loss","[{""time"":64,""event"":""foul""}]","1.12","56%","14","1","6","1","13","3","10","19","18","5",
"Werder Bremen","away","win","[{""time"":5,""event"":""foul""},{""time"":52,""event"":""goal""},{""time"":61,""event"":""goal""},{""time"":63,""event"":""foul""},{""time"":90,""event"":""goal""}]","2.28","44%","16","8","4","2","8","2","20","20","8","1",
"Bayern Munich","home","win","[{""time"":9,""event"":""goal""},{""time"":28,""event"":""foul""},{""time"":61,""event"":""goal""}]","3.82","61%","19","9","4","0","10","1","9","5","11","2",
"Eintracht Frankfurt","away","loss","[{""time"":23,""event"":""goal""},{""time"":60,""event"":""foul""},{""time"":62,""event"":""foul""},{""time"":62,""event"":""foul""}]","0.46","39%","10","3","2","3","7","2","12","2","7","7",
"Freiburg","home","loss","[{""time"":42,""event"":""goal""},{""time"":55,""event"":""foul""},{""time"":64,""event"":""foul""},{""time"":67,""event"":""foul""},{""time"":73,""event"":""foul""},{""time"":87,""event"":""foul""},{""time"":92,""event"":""foul""}]","1.76","50%","16","3","3","4","13","3","9","17","12","3","1"
"Wolfsburg","away","win","[{""time"":62,""event"":""foul""},{""time"":69,""event"":""foul""},{""time"":82,""event"":""goal""},{""time"":90,""event"":""goal""},{""time"":93,""event"":""foul""}]","0.61","50%","13","5","6","2","8","3","16","15","7","2","0"
"RB Leipzig","home","win","[{""time"":23,""event"":""foul""},{""time"":37,""event"":""foul""},{""time"":47,""event"":""goal""},{""time"":46,""event"":""goal""},{""time"":52,""event"":""foul""},{""time"":80,""event"":""goal""}]","3.19","39%","21","7","5","1","14","0","9","14","11","4",
"Dortmund","away","loss","[{""time"":20,""event"":""goal""},{""time"":37,""event"":""foul""},{""time"":51,""event"":""foul""},{""time"":76,""event"":""foul""}]","1.66","61%","12","5","8","2","7","1","12","14","7","3",
"Bochum","home","win","[{""time"":30,""event"":""foul""},{""time"":34,""event"":""goal""},{""time"":47,""event"":""goal""},{""time"":64,""event"":""goal""}]","3.92","47%","35","13","10","1","22","2","14","21","13","2",
"Hoffenheim","away","loss","[{""time"":33,""event"":""foul""},{""time"":73,""event"":""goal""},{""time"":84,""event"":""goal""}]","2.18","53%","12","4","4","1","8","4","13","15","10","10",
"Freiburg","home","draw","[{""time"":6,""event"":""goal""},{""time"":31,""event"":""foul""},{""time"":42,""event"":""foul""},{""time"":70,""event"":""foul""}]","1.35","41%","7","3","2","3","4","1","16","15","17","3",
"Mainz","away","draw","[{""time"":35,""event"":""foul""},{""time"":40,""event"":""goal""},{""time"":62,""event"":""foul""},{""time"":71,""event"":""foul""},{""time"":85,""event"":""foul""}]","1.55","59%","17","4","4","4","13","1","18","21","15","2",
"Dortmund","home","draw","[{""time"":37,""event"":""foul""},{""time"":47,""event"":""foul""},{""time"":48,""event"":""foul""},{""time"":81,""event"":""goal""},{""time"":88,""event"":""foul""}]","0.92","51%","9","2","2","4","7","0","14","13","14","4",
"Bayer Leverkusen","away","draw","[{""time"":28,""event"":""foul""},{""time"":88,""event"":""foul""},{""time"":91,""event"":""foul""},{""time"":97,""event"":""goal""}]","1.01","49%","13","5","6","3","8","4","14","13","11","1",
"Werder Bremen","home","win","[{""time"":28,""event"":""goal""},{""time"":49,""event"":""goal""},{""time"":51,""event"":""foul""},{""time"":68,""event"":""foul""},{""time"":73,""event"":""foul""}]","1.54","38%","9","2","1","3","7","0","12","11","11","4",
"Stuttgart","away","loss","[{""time"":27,""event"":""foul""},{""time"":35,""event"":""foul""},{""time"":53,""event"":""foul""},{""time"":71,""event"":""goal""}]","2.13","62%","14","5","7","3","9","3","11","19","10","0",
"Union Berlin","home","loss","[{""time"":46,""event"":""foul""},{""time"":91,""event"":""goal""}]","0.83","40%","15","4","5",,"11","3","6","19","5","4",
"Bayern Munich","away","win","[{""time"":29,""event"":""goal""},{""time"":46,""event"":""goal""},{""time"":53,""event"":""goal""},{""time"":62,""event"":""goal""},{""time"":66,""event"":""goal""}]","1.32","60%","18","9","3",,"9","2","8","7","4","3",
"FC Koln","home","loss","[]","1.05","60%","18","4","4","0","14","6","12","23","10","4",
"Darmstadt","away","win","[{""time"":43,""event"":""foul""},{""time"":57,""event"":""goal""},{""time"":88,""event"":""foul""},{""time"":90,""event"":""goal""}]","2.29","40%","12","6","3","1","6","0","17","12","13","4",
"Heidenheim","home","loss","[{""time"":54,""event"":""foul""},{""time"":61,""event"":""foul""},{""time"":69,""event"":""goal""},{""time"":83,""event"":""foul""},{""time"":98,""event"":""foul""}]","1.81","43%","9","5","2","3","4","1","11","20","14","2",
"RB Leipzig","away","win","[{""time"":33,""event"":""foul""},{""time"":42,""event"":""goal""},{""time"":85,""event"":""goal""}]","1.75","57%","11","4","6","1","7","4","15","19","7","4",
"Hoffenheim","home","win","[{""time"":36,""event"":""goal""},{""time"":49,""event"":""foul""},{""time"":58,""event"":""goal""},{""time"":66,""event"":""goal""},{""time"":91,""event"":""goal""},{""time"":94,""event"":""foul""}]","2.22","60%","27","9","6","1","18","1","8","11","6","4",
"B. Monchengladbach","away","loss","[{""time"":39,""event"":""goal""},{""time"":75,""event"":""foul""},{""time"":78,""event"":""goal""},{""time"":82,""event"":""foul""},{""time"":82,""event"":""foul""},{""time"":89,""event"":""goal""}]","1.61","40%","13","7","5","3","6","1","4","12","11","5",
"Wolfsburg","home","win","[{""time"":37,""event"":""foul""},{""time"":43,""event"":""goal""},{""time"":53,""event"":""foul""},{""time"":68,""event"":""foul""},{""time"":85,""event"":""foul""}]","1.16","48%","10","5","5","4","5","3","22","26","11","1",
"Bochum","away","loss","[{""time"":12,""event"":""foul""},{""time"":39,""event"":""foul""},{""time"":86,""event"":""foul""},{""time"":95,""event"":""foul""}]","1.09","52%","9","1","8","3","8","6","15","22","16","4",
"Eintracht Frankfurt","home","win","[{""time"":55,""event"":""goal""},{""time"":61,""event"":""goal""},{""time"":90,""event"":""foul""},{""time"":93,""event"":""foul""},{""time"":95,""event"":""goal""},{""time"":97,""event"":""foul""}]","2.58","59%","12","7","6","3","5","1","18","23","2","0",
"Augsburg","away","loss","[{""time"":13,""event"":""goal""},{""time"":49,""event"":""foul""},{""time"":65,""event"":""foul""},{""time"":67,""event"":""foul""}]","0.38","41%","6","1","5","3","5","3","3","8","19","4",
"Bayer Leverkusen","home","win","[{""time"":25,""event"":""goal""},{""time"":31,""event"":""foul""},{""time"":47,""event"":""foul""},{""time"":60,""event"":""goal""},{""time"":68,""event"":""goal""},{""time"":83,""event"":""goal""},{""time"":90,""event"":""goal""}]","3.29","54%","19","10","7","2","9","5","4","8","10","3",
"Werder Bremen","away","loss","[{""time"":47,""event"":""foul""}]","0.70","46%","7","3","0","1","4","1","14","10","4","5",
"Darmstadt","home","loss","[]","1.25","53%","16","4","2","0","12","0","13","22","6","2",
"Freiburg","away","win","[{""time"":4,""event"":""foul""},{""time"":36,""event"":""goal""}]","0.68","47%","9","3","2","1","6","0","7","15","12","4",
"Stuttgart","home","win","[{""time"":11,""event"":""goal""},{""time"":17,""event"":""goal""},{""time"":37,""event"":""goal""},{""time"":74,""event"":""foul""}]","1.15","55%","9","6","4","1","3","1","15","14","4","3",
"Eintracht Frankfurt","away","loss","[{""time"":23,""event"":""foul""},{""time"":25,""event"":""foul""},{""time"":50,""event"":""foul""}]","0.85","45%","10","3","5","3","7","0","5","28","15","3",
"B. Monchengladbach","home","loss","[{""time"":36,""event"":""goal""},{""time"":84,""event"":""foul""},{""time"":85,""event"":""foul""}]","1.67","45%","16","5","2","1","11","2","14","14","13","2","0"
"Dortmund","away","win","[{""time"":10,""event"":""foul""},{""time"":14,""event"":""foul""},{""time"":22,""event"":""goal""},{""time"":28,""event"":""goal""},{""time"":49,""event"":""foul""},{""time"":55,""event"":""foul""},{""time"":94,""event"":""foul""}]","1.43","55%","12","4","4","4","8","1","15","9","11","4","1"
"Bayern Munich","home","win","[{""time"":50,""event"":""foul""},{""time"":65,""event"":""goal""},{""time"":93,""event"":""goal""}]","2.08","64%","17","7","5","0","10","3","17","19","3","5",
"FC Koln","away","loss","[{""time"":5,""event"":""foul""},{""time"":30,""event"":""foul""},{""time"":36,""event"":""foul""}]","0.84","36%","11","5","5","3","6","2","6","17","15","5",
"Bochum","home","draw","[{""time"":35,""event"":""foul""},{""time"":45,""event"":""foul""},{""time"":52,""event"":""foul""},{""time"":58,""event"":""foul""},{""time"":63,""event"":""foul""},{""time"":90,""event"":""goal""}]","1.58","62%","24","5","6","4","19","1","22","23","12","3",
"Heidenheim","away","draw","[{""time"":43,""event"":""foul""},{""time"":60,""event"":""foul""},{""time"":81,""event"":""goal""}]","1.02","38%","10","3","2","1","7","0","11","18","22","4",
"Mainz","home","win","[{""time"":47,""event"":""goal""},{""time"":51,""event"":""goal""},{""time"":63,""event"":""goal""},{""time"":88,""event"":""goal""}]","3.01","50%","23","8","9","0","15","2","14","15","12","0",
"Hoffenheim","away","loss","[{""time"":19,""event"":""goal""},{""time"":39,""event"":""foul""},{""time"":83,""event"":""foul""}]","0.56","50%","5","1","3","2","4","1","15","15","14","4",
"RB Leipzig","home","win","[{""time"":13,""event"":""goal""},{""time"":27,""event"":""foul""},{""time"":68,""event"":""goal""},{""time"":82,""event"":""goal""},{""time"":91,""event"":""foul""},{""time"":92,""event"":""foul""}]","1.55","50%","15","6","6","2","9","0","8","18","12","3",
"Wolfsburg","away","loss","[{""time"":25,""event"":""foul""},{""time"":25,""event"":""foul""},{""time"":35,""event"":""foul""},{""time"":85,""event"":""foul""}]","0.54","50%","10","3","4","4","7","1","12","22","7","3",
"Augsburg","home","win","[{""time"":47,""event"":""goal""},{""time"":81,""event"":""goal""},{""time"":92,""event"":""foul""}]","1.64","49%","12","4","5","1","8","2","14","21","15","4",
"Union Berlin","away","loss","[{""time"":37,""event"":""foul""}]","1.67","51%","17","4","4","1","13","0","17","27","14","2",
"Wolfsburg","home","loss","[{""time"":7,""event"":""goal""},{""time"":27,""event"":""foul""},{""time"":46,""event"":""foul""}]","0.93","59%","13","4","4","2","9","0","13","14","9","3",
"B. Monchengladbach","away","win","[{""time"":52,""event"":""goal""},{""time"":58,""event"":""goal""},{""time"":84,""event"":""foul""},{""time"":88,""event"":""goal""},{""time"":93,""event"":""foul""}]","0.97","41%","10","6","4","2","4","2","10","17","12","3",
"Hoffenheim","home","win","[{""time"":17,""event"":""goal""},{""time"":20,""event"":""goal""},{""time"":41,""event"":""foul""},{""time"":51,""event"":""foul""},{""time"":88,""event"":""foul""},{""time"":90,""event"":""goal""}]","2.16","53%","17","6","11","3","11","1","16","11","8","6",
"Augsburg","away","loss","[{""time"":12,""event"":""foul""},{""time"":38,""event"":""foul""},{""time"":61,""event"":""goal""}]","1.49","47%","14","7","6","1","7","3","9","23","14","3",
"Dortmund","home","loss","[{""time"":46,""event"":""foul""},{""time"":72,""event"":""foul""}]","2.29","53%","14","7","8","2","7","2","10","19","8","1",
"Stuttgart","away","win","[{""time"":9,""event"":""foul""},{""time"":26,""event"":""foul""},{""time"":64,""event"":""goal""},{""time"":72,""event"":""foul""},{""time"":85,""event"":""foul""}]","1.59","47%","10","2","3","4","8","2","8","18","8","7",
"FC Koln","home","win","[{""time"":25,""event"":""foul""},{""time"":37,""event"":""foul""},{""time"":71,""event"":""foul""},{""time"":90,""event"":""goal""},{""time"":92,""event"":""goal""}]","0.99","56%","17","6","9","3","11","0","18","34","16","1",
