"team","location","result","events","Expected Goals (xG)","Ball Possession","Total shots","Shots on target","Corner Kicks","Yellow Cards","Shots off target","Offsides","Free Kicks","Throw-ins","Fouls","Goalkeeper Saves","Blocked Shots","Red Cards"
"Nottingham","home","loss","[{""time"":55,""event"":""foul""}]","0.61","62%","13","2","4","1","11","1","16","17","15","2",,
"Everton","away","win","[{""time"":67,""event"":""goal""}]","0.63","38%","12","3","3","0","9","2","16","20","14","2",,
"Arsenal","home","win","[{""time"":6,""event"":""goal""},{""time"":13,""event"":""goal""},{""time"":68,""event"":""foul""}]","2.89","56%","19","6","4","1","13","3","8","14","10","2",,
"Wolves","away","loss","[{""time"":23,""event"":""foul""},{""time"":86,""event"":""goal""},{""time"":88,""event"":""foul""},{""time"":99,""event"":""foul""}]","0.77","44%","6","3","0","2","3","0","14","12","10","4",,
"Brentford","home","win","[{""time"":49,""event"":""goal""},{""time"":56,""event"":""goal""},{""time"":81,""event"":""foul""},{""time"":81,""event"":""goal""}]","2.84","69%","27","6","7","1","21","0","7","24","10","0",,
"Luton","away","loss","[{""time"":38,""event"":""foul""},{""time"":50,""event"":""foul""},{""time"":76,""event"":""foul""},{""time"":76,""event"":""goal""}]","0.18","31%","7","1","5","2","6","2","10","10","8","3",,
"Burnley","home","win","[{""time"":1,""event"":""goal""},{""time"":29,""event"":""goal""},{""time"":38,""event"":""foul""},{""time"":67,""event"":""foul""},{""time"":73,""event"":""goal""},{""time"":75,""event"":""goal""},{""time"":80,""event"":""goal""}]","1.41","64%","19","7","6","2","12","3","13","13","10","3",,"0"
"Sheffield Utd","away","loss","[{""time"":25,""event"":""foul""},{""time"":34,""event"":""foul""},{""time"":37,""event"":""foul""},{""time"":43,""event"":""foul""},{""time"":46,""event"":""foul""},{""time"":64,""event"":""foul""},{""time"":72,""event"":""foul""},{""time"":72,""event"":""foul""}]","0.38","36%","6","3","1","7","3","1","11","18","12","2",,"1"
"Fulham","home","win","[{""time"":7,""event"":""goal""},{""time"":19,""event"":""foul""},{""time"":59,""event"":""goal""},{""time"":88,""event"":""foul""},{""time"":94,""event"":""goal""}]","2.97","60%","12","6","6","2","6","1","13","24","13","4",,
"Wolves","away","loss","[{""time"":19,""event"":""foul""},{""time"":22,""event"":""goal""},{""time"":33,""event"":""foul""},{""time"":75,""event"":""goal""},{""time"":84,""event"":""foul""}]","1.46","40%","10","6","2","2","4","1","14","15","13","3",,
"Everton","home","loss","[{""time"":21,""event"":""foul""},{""time"":29,""event"":""foul""},{""time"":92,""event"":""foul""}]","1.67","50%","24","6","6","3","18","2","10","23","10","1",,
"Manchester Utd","away","win","[{""time"":3,""event"":""goal""},{""time"":56,""event"":""goal""},{""time"":75,""event"":""goal""}]","2.23","50%","9","4","5","0","5","2","12","13","8","6",,
"Tottenham","home","loss","[{""time"":22,""event"":""goal""},{""time"":32,""event"":""foul""}]","2.09","62%","18","8","9","0","10","5","15","15","11","3",,
"Aston Villa","away","win","[{""time"":24,""event"":""foul""},{""time"":27,""event"":""foul""},{""time"":38,""event"":""foul""},{""time"":41,""event"":""foul""},{""time"":52,""event"":""goal""},{""time"":61,""event"":""goal""},{""time"":82,""event"":""foul""}]","1.77","38%","15","5","3","4","10","2","16","9","13","7",,
"Brentford","home","loss","[{""time"":46,""event"":""foul""}]","1.08","36%","9","3","1","1","6","2","10","21","9","3",,
"Arsenal","away","win","[{""time"":42,""event"":""foul""},{""time"":56,""event"":""foul""},{""time"":89,""event"":""goal""}]","1.49","64%","15","4","8","1","11","3","11","24","7","3",,
"Burnley","home","loss","[{""time"":32,""event"":""foul""},{""time"":49,""event"":""goal""}]","1.40","51%","11","5","4","1","6","2","7","12","11","1",,
"West Ham","away","win","[{""time"":39,""event"":""foul""},{""time"":39,""event"":""foul""},{""time"":66,""event"":""foul""},{""time"":86,""event"":""goal""},{""time"":91,""event"":""goal""}]","1.07","49%","11","3","5","3","8","1","14","22","7","4",,
"Luton","home","win","[{""time"":44,""event"":""foul""},{""time"":50,""event"":""foul""},{""time"":59,""event"":""foul""},{""time"":69,""event"":""foul""},{""time"":72,""event"":""goal""},{""time"":83,""event"":""goal""},{""time"":91,""event"":""foul""},{""time"":100,""event"":""foul""}]","0.92","39%","8","3","4","6","5","1","13","18","15","7",,
"Crystal Palace","away","loss","[{""time"":13,""event"":""foul""},{""time"":49,""event"":""foul""},{""time"":54,""event"":""foul""},{""time"":67,""event"":""foul""},{""time"":74,""event"":""goal""}]","1.02","61%","16","8","5","1","8","1","15","26","12","1",,
"Newcastle","home","win","[{""time"":13,""event"":""goal""},{""time"":22,""event"":""foul""},{""time"":48,""event"":""foul""},{""time"":46,""event"":""foul""},{""time"":60,""event"":""goal""},{""time"":61,""event"":""goal""},{""time"":83,""event"":""goal""},{""time"":92,""event"":""foul""}]","2.58","55%","14","5","4","4","9","0","18","14","13","3",,"0"
"Chelsea","away","loss","[{""time"":23,""event"":""goal""},{""time"":41,""event"":""foul""},{""time"":55,""event"":""foul""},{""time"":59,""event"":""foul""},{""time"":73,""event"":""foul""},{""time"":77,""event"":""foul""},{""time"":81,""event"":""foul""}]","0.66","45%","7","4","2","6","3","0","13","9","19","1",,"1"
"Nottingham","home","loss","[{""time"":3,""event"":""goal""},{""time"":54,""event"":""foul""},{""time"":74,""event"":""foul""},{""time"":76,""event"":""goal""}]","1.49","46%","18","5","6","2","13","0","7","14","12","2",,"0"
"Brighton","away","win","[{""time"":21,""event"":""foul""},{""time"":26,""event"":""goal""},{""time"":35,""event"":""foul""},{""time"":49,""event"":""goal""},{""time"":58,""event"":""goal""},{""time"":65,""event"":""foul""},{""time"":72,""event"":""foul""},{""time"":73,""event"":""foul""},{""time"":74,""event"":""foul""},{""time"":82,""event"":""foul""},{""time"":94,""event"":""foul""}]","1.66","54%","11","5","4","5","6","0","12","7","7","3",,"1"
"Sheffield Utd","home","loss","[{""time"":22,""event"":""foul""},{""time"":51,""event"":""foul""},{""time"":69,""event"":""foul""},{""time"":70,""event"":""foul""},{""time"":97,""event"":""goal""}]","0.53","45%","10","2","4","4","8","4","9","25","6","8",,
"Bournemouth","away","win","[{""time"":12,""event"":""goal""},{""time"":48,""event"":""goal""},{""time"":51,""event"":""goal""},{""time"":70,""event"":""foul""}]","2.76","55%","23","11","7","1","12","1","11","32","8","1",,
"Manchester City","home","draw","[{""time"":27,""event"":""goal""},{""time"":89,""event"":""foul""}]","1.38","60%","16","5","9","1","11","3","15","8","9","2",,
"Liverpool","away","draw","[{""time"":75,""event"":""foul""},{""time"":80,""event"":""goal""},{""time"":86,""event"":""foul""},{""time"":93,""event"":""foul""}]","0.55","40%","8","3","6","3","5","4","12","15","11","4",,
"Chelsea","home","draw","[{""time"":22,""event"":""foul""},{""time"":23,""event"":""foul""},{""time"":29,""event"":""goal""},{""time"":37,""event"":""goal""},{""time"":60,""event"":""foul""},{""time"":67,""event"":""goal""},{""time"":94,""event"":""foul""},{""time"":95,""event"":""goal""},{""time"":97,""event"":""foul""},{""time"":101,""event"":""foul""}]","3.07","45%","17","9","3","5","8","1","15","14","12","6",,
"Manchester City","away","draw","[{""time"":25,""event"":""goal""},{""time"":46,""event"":""goal""},{""time"":47,""event"":""goal""},{""time"":56,""event"":""foul""},{""time"":72,""event"":""foul""},{""time"":86,""event"":""goal""},{""time"":94,""event"":""foul""}]","3.28","55%","15","10","3","3","5","0","13","18","15","5",,
"Aston Villa","home","win","[{""time"":27,""event"":""goal""},{""time"":42,""event"":""goal""},{""time"":64,""event"":""goal""},{""time"":66,""event"":""foul""},{""time"":83,""event"":""foul""}]","3.48","51%","12","6","2","2","6","3","25","14","4","4",,
"Fulham","away","loss","[{""time"":52,""event"":""foul""},{""time"":64,""event"":""foul""},{""time"":70,""event"":""goal""},{""time"":74,""event"":""foul""},{""time"":82,""event"":""foul""},{""time"":94,""event"":""foul""},{""time"":96,""event"":""foul""}]","0.70","49%","9","5","2","5","4","7","8","11","17","3",,
"Brighton","home","draw","[{""time"":6,""event"":""goal""},{""time"":48,""event"":""foul""},{""time"":66,""event"":""foul""},{""time"":69,""event"":""foul""},{""time"":75,""event"":""foul""},{""time"":77,""event"":""foul""}]","1.76","61%","11","6","6","3","5","3","16","15","13","0",,"1"
"Sheffield Utd","away","draw","[{""time"":47,""event"":""foul""},{""time"":52,""event"":""foul""},{""time"":74,""event"":""goal""},{""time"":88,""event"":""foul""}]","0.57","39%","9","1","3","2","8","1","15","12","16","5",,"0"
"Liverpool","home","win","[{""time"":22,""event"":""foul""},{""time"":27,""event"":""foul""},{""time"":37,""event"":""foul""},{""time"":39,""event"":""goal""},{""time"":62,""event"":""goal""},{""time"":74,""event"":""goal""}]","1.32","59%","17","10","6","1","7","2","14","18","16","3",,
"Brentford","away","loss","[{""time"":30,""event"":""foul""},{""time"":30,""event"":""foul""}]","1.52","41%","16","3","8","2","13","2","17","12","12","7",,
"West Ham","home","win","[{""time"":3,""event"":""goal""},{""time"":22,""event"":""foul""},{""time"":60,""event"":""foul""},{""time"":65,""event"":""goal""},{""time"":88,""event"":""goal""}]","1.32","54%","16","6","9","2","10","1","12","15","9","3",,
"Nottingham","away","loss","[{""time"":44,""event"":""goal""},{""time"":54,""event"":""foul""},{""time"":63,""event"":""goal""},{""time"":64,""event"":""foul""}]","1.34","46%","10","5","4","2","5","0","10","20","12","3",,
"Bournemouth","home","win","[{""time"":57,""event"":""foul""},{""time"":60,""event"":""goal""},{""time"":73,""event"":""goal""},{""time"":86,""event"":""foul""}]","0.71","48%","19","10","6","2","9","0","6","25","10","5",,
"Newcastle","away","loss","[{""time"":85,""event"":""foul""}]","0.29","52%","8","5","5","1","3","2","11","13","4","8",,
"Arsenal","home","win","[{""time"":46,""event"":""goal""},{""time"":57,""event"":""goal""},{""time"":74,""event"":""goal""},{""time"":83,""event"":""foul""}]","2.31","63%","16","6","13","0","10","3","10","12","8","4",,"1"
"Burnley","away","loss","[{""time"":54,""event"":""goal""},{""time"":93,""event"":""foul""}]","0.28","37%","8","5","3","1","3","2","11","15","9","3",,"0"
"Crystal Palace","home","loss","[{""time"":5,""event"":""goal""},{""time"":24,""event"":""foul""},{""time"":73,""event"":""goal""}]","1.73","67%","13","4","9","1","9","4","16","17","9","1",,
"Everton","away","win","[{""time"":1,""event"":""goal""},{""time"":47,""event"":""foul""},{""time"":49,""event"":""goal""},{""time"":86,""event"":""goal""},{""time"":88,""event"":""foul""},{""time"":89,""event"":""foul""},{""time"":97,""event"":""foul""}]","1.51","33%","8","4","2","4","4","0","11","21","18","2",,
"Manchester Utd","home","win","[{""time"":40,""event"":""foul""},{""time"":59,""event"":""goal""}]","2.00","64%","15","4","11","0","11","1","12","20","9","4",,
"Luton","away","loss","[{""time"":73,""event"":""foul""},{""time"":74,""event"":""foul""},{""time"":93,""event"":""foul""}]","0.41","36%","10","4","3","2","6","1","10","17","11","3",,
"Wolves","home","win","[{""time"":91,""event"":""goal""},{""time"":95,""event"":""foul""},{""time"":96,""event"":""foul""},{""time"":97,""event"":""goal""},{""time"":98,""event"":""foul""},{""time"":98,""event"":""foul""}]","1.87","42%","17","4","11","4","13","4","15","17","19","1",,
"Tottenham","away","loss","[{""time"":3,""event"":""goal""},{""time"":45,""event"":""foul""},{""time"":49,""event"":""foul""},{""time"":89,""event"":""foul""}]","0.82","58%","6","2","3","3","4","1","24","14","15","2",,
"Tottenham","home","loss","[{""time"":6,""event"":""goal""},{""time"":14,""event"":""foul""},{""time"":18,""event"":""foul""},{""time"":33,""event"":""foul""},{""time"":41,""event"":""foul""},{""time"":46,""event"":""foul""},{""time"":46,""event"":""foul""},{""time"":55,""event"":""foul""},{""time"":55,""event"":""foul""},{""time"":79,""event"":""foul""}]","0.86","39%","8","5","1","3","3","3","27","21","12","4",,"2"
"Chelsea","away","win","[{""time"":21,""event"":""foul""},{""time"":28,""event"":""foul""},{""time"":35,""event"":""goal""},{""time"":55,""event"":""foul""},{""time"":55,""event"":""foul""},{""time"":75,""event"":""goal""},{""time"":86,""event"":""foul""},{""time"":89,""event"":""foul""},{""time"":94,""event"":""goal""},{""time"":94,""event"":""foul""},{""time"":97,""event"":""goal""}]","3.47","61%","17","8","6","5","9","7","14","12","21","4",,"0"
"Luton","home","draw","[{""time"":44,""event"":""foul""},{""time"":80,""event"":""goal""}]","0.74","26%","8","5","4","1","3","1","15","16","7","5",,
"Liverpool","away","draw","[{""time"":54,""event"":""foul""},{""time"":75,""event"":""foul""},{""time"":95,""event"":""goal""}]","3.48","74%","24","6","7","1","18","1","8","25","13","4",,
"Nottingham","home","win","[{""time"":5,""event"":""goal""},{""time"":47,""event"":""goal""},{""time"":88,""event"":""foul""}]","0.44","26%","5","3","0","1","2","9","10","8","6","3",,
"Aston Villa","away","loss","[{""time"":64,""event"":""foul""}]","1.25","74%","13","3","10","1","10","1","15","19","9","1",,
"Newcastle","home","win","[{""time"":37,""event"":""foul""},{""time"":38,""event"":""foul""},{""time"":38,""event"":""foul""},{""time"":64,""event"":""goal""},{""time"":88,""event"":""foul""},{""time"":91,""event"":""foul""}]","1.06","40%","9","2","0","5","7","2","10","20","14","1",,
"Arsenal","away","loss","[{""time"":37,""event"":""foul""}]","0.53","60%","14","1","11","1","13","1","16","12","9","1",,
"Brentford","home","win","[{""time"":11,""event"":""goal""},{""time"":24,""event"":""foul""},{""time"":46,""event"":""foul""},{""time"":55,""event"":""goal""},{""time"":69,""event"":""goal""}]","1.23","59%","16","4","4","1","12","2","12","10","12","0",,
"West Ham","away","loss","[{""time"":12,""event"":""foul""},{""time"":19,""event"":""goal""},{""time"":26,""event"":""goal""},{""time"":52,""event"":""foul""},{""time"":53,""event"":""foul""},{""time"":62,""event"":""foul""},{""time"":95,""event"":""foul""}]","1.87","41%","12","2","3","4","10","0","15","25","14","1",,
"Burnley","home","loss","[]","1.22","67%","17","5","12","0","12","2","12","23","9","1",,
"Crystal Palace","away","win","[{""time"":16,""event"":""foul""},{""time"":22,""event"":""goal""},{""time"":48,""event"":""foul""},{""time"":48,""event"":""foul""},{""time"":90,""event"":""foul""},{""time"":94,""event"":""foul""},{""time"":94,""event"":""goal""}]","1.39","33%","4","3","1","5","1","0","10","21","12","5",,
"Everton","home","draw","[{""time"":7,""event"":""goal""},{""time"":43,""event"":""foul""},{""time"":54,""event"":""foul""},{""time"":77,""event"":""foul""},{""time"":81,""event"":""foul""}]","0.77","20%","10","4","3","4","6","0","8","15","15","1",,
"Brighton","away","draw","[{""time"":14,""event"":""foul""},{""time"":20,""event"":""foul""},{""time"":23,""event"":""foul""},{""time"":84,""event"":""goal""}]","0.58","80%","7","2","3","2","5","3","15","21","5","3",,
"Manchester City","home","win","[{""time"":30,""event"":""goal""},{""time"":33,""event"":""goal""},{""time"":37,""event"":""goal""},{""time"":64,""event"":""goal""},{""time"":83,""event"":""goal""},{""time"":88,""event"":""goal""}]","1.74","66%","21","8","12","0","13","0","11","9","8","0",,
"Bournemouth","away","loss","[{""time"":32,""event"":""foul""},{""time"":44,""event"":""foul""},{""time"":47,""event"":""foul""},{""time"":74,""event"":""goal""}]","0.62","34%","5","1","1","1","4","2","8","6","9","2",,
"Sheffield Utd","home","win","[{""time"":22,""event"":""foul""},{""time"":47,""event"":""foul""},{""time"":72,""event"":""goal""},{""time"":89,""event"":""foul""},{""time"":90,""event"":""foul""},{""time"":100,""event"":""goal""}]","1.04","38%","11","2","4","2","9","0","11","24","13","2",,
"Wolves","away","loss","[{""time"":49,""event"":""foul""},{""time"":58,""event"":""foul""},{""time"":82,""event"":""foul""},{""time"":89,""event"":""goal""}]","1.35","62%","10","3","4","3","7","3","13","28","10","0",,
"Fulham","home","loss","[{""time"":31,""event"":""foul""},{""time"":66,""event"":""foul""},{""time"":76,""event"":""foul""},{""time"":82,""event"":""foul""},{""time"":85,""event"":""foul""},{""time"":97,""event"":""foul""}]","0.96","45%","18","3","9","5","15","1","14","19","9","4",,
"Manchester Utd","away","win","[{""time"":8,""event"":""foul""},{""time"":67,""event"":""foul""},{""time"":88,""event"":""foul""},{""time"":91,""event"":""goal""}]","0.65","55%","12","5","4","2","7","2","7","11","15","3",,
"Manchester Utd","home","loss","[{""time"":26,""event"":""foul""},{""time"":42,""event"":""foul""},{""time"":92,""event"":""foul""},{""time"":93,""event"":""foul""}]","0.94","40%","7","3","7","4","4","4","6","14","9","7",,
"Manchester City","away","win","[{""time"":26,""event"":""goal""},{""time"":42,""event"":""foul""},{""time"":49,""event"":""goal""},{""time"":80,""event"":""goal""}]","4.09","60%","21","10","12","1","11","0","13","11","5","3",,
"Aston Villa","home","win","[{""time"":17,""event"":""goal""},{""time"":28,""event"":""foul""},{""time"":49,""event"":""goal""},{""time"":51,""event"":""foul""},{""time"":62,""event"":""goal""},{""time"":71,""event"":""foul""}]","2.63","71%","17","6","6","3","11","0","17","9","11","0",,
"Luton","away","loss","[{""time"":53,""event"":""foul""},{""time"":75,""event"":""foul""},{""time"":83,""event"":""goal""}]","0.11","29%","7","1","4","2","6","6","11","7","10","3",,
"Brighton","home","draw","[{""time"":26,""event"":""goal""}]","1.20","71%","18","7","7","0","11","0","9","13","12","4",,
"Fulham","away","draw","[{""time"":65,""event"":""goal""},{""time"":73,""event"":""foul""},{""time"":78,""event"":""foul""},{""time"":90,""event"":""foul""}]","0.66","29%","10","5","3","3","5","1","12","15","8","6",,
"Liverpool","home","win","[{""time"":19,""event"":""foul""},{""time"":31,""event"":""goal""},{""time"":35,""event"":""goal""},{""time"":58,""event"":""foul""},{""time"":77,""event"":""goal""},{""time"":93,""event"":""foul""}]","3.10","73%","21","8","8","2","13","1","16","20","9","1",,
"Nottingham","away","loss","[{""time"":33,""event"":""foul""},{""time"":52,""event"":""foul""},{""time"":90,""event"":""foul""}]","0.45","27%","9","1","3","3","8","3","10","6","13","5",,
"West Ham","home","loss","[{""time"":28,""event"":""foul""},{""time"":69,""event"":""foul""},{""time"":76,""event"":""foul""},{""time"":83,""event"":""foul""}]","0.52","64%","12","2","4","4","10","1","14","32","7","3",,
"Everton","away","win","[{""time"":28,""event"":""foul""},{""time"":51,""event"":""goal""}]","0.46","36%","10","4","3","1","6","3","8","18","11","2",,
"Wolves","home","draw","[{""time"":36,""event"":""goal""},{""time"":71,""event"":""goal""},{""time"":83,""event"":""foul""}]","1.01","43%","11","6","8","1","5","2","15","13","13","3",,
"Newcastle","away","draw","[{""time"":22,""event"":""goal""},{""time"":49,""event"":""goal""},{""time"":66,""event"":""foul""},{""time"":69,""event"":""foul""},{""time"":82,""event"":""foul""},{""time"":96,""event"":""foul""}]","2.13","57%","13","5","7","4","8","0","15","24","15","4",,
"Arsenal","home","win","[{""time"":28,""event"":""goal""},{""time"":50,""event"":""goal""},{""time"":58,""event"":""goal""},{""time"":88,""event"":""goal""},{""time"":96,""event"":""goal""}]","2.58","67%","13","8","6","0","5","1","12","14","9","0",,
"Sheffield Utd","away","loss","[{""time"":60,""event"":""foul""},{""time"":70,""event"":""foul""},{""time"":87,""event"":""foul""}]","0.03","33%","2","0","1","3","2","1","10","10","13","3",,
"Bournemouth","home","win","[{""time"":22,""event"":""goal""},{""time"":76,""event"":""goal""},{""time"":77,""event"":""foul""},{""time"":84,""event"":""foul""}]","1.21","45%","13","6","10","2","7","3","13","23","9","2",,
"Burnley","away","loss","[{""time"":11,""event"":""goal""},{""time"":28,""event"":""foul""},{""time"":56,""event"":""foul""},{""time"":67,""event"":""foul""},{""time"":89,""event"":""foul""}]","0.77","55%","6","3","5","3","3","1","12","25","12","4",,
"Chelsea","home","loss","[{""time"":78,""event"":""foul""}]","1.79","69%","17","2","10","1","15","0","7","26","12","3",,
"Brentford","away","win","[{""time"":56,""event"":""foul""},{""time"":58,""event"":""goal""},{""time"":85,""event"":""foul""},{""time"":95,""event"":""foul""},{""time"":96,""event"":""goal""},{""time"":97,""event"":""foul""}]","2.34","31%","7","5","1","3","2","0","12","19","7","2",,
"Crystal Palace","home","loss","[{""time"":94,""event"":""goal""},{""time"":99,""event"":""foul""},{""time"":100,""event"":""foul""}]","0.54","24%","13","3","11","2","10","1","14","22","19","0",,
"Tottenham","away","win","[{""time"":53,""event"":""goal""},{""time"":66,""event"":""goal""},{""time"":99,""event"":""foul""}]","1.23","76%","10","1","2","1","9","3","21","21","11","2",,
"Tottenham","home","win","[{""time"":35,""event"":""foul""},{""time"":36,""event"":""goal""},{""time"":54,""event"":""goal""},{""time"":85,""event"":""foul""}]","1.58","56%","15","5","3","2","10","4","20","15","10","3",,
"Fulham","away","loss","[]","0.92","44%","10","3","5","0","7","6","14","15","14","3",,
"Aston Villa","home","win","[{""time"":30,""event"":""goal""},{""time"":51,""event"":""goal""},{""time"":74,""event"":""goal""},{""time"":89,""event"":""goal""}]","1.96","58%","15","7","8","0","8","2","18","11","8","3",,
"West Ham","away","loss","[{""time"":54,""event"":""foul""},{""time"":56,""event"":""goal""}]","1.13","42%","14","4","7","1","10","3","10","12","15","3",,
"Sheffield Utd","home","loss","[{""time"":34,""event"":""goal""},{""time"":37,""event"":""foul""},{""time"":45,""event"":""foul""},{""time"":62,""event"":""foul""}]","1.44","38%","12","6","5","3","6","3","14","20","12","3",,
"Manchester Utd","away","win","[{""time"":28,""event"":""goal""},{""time"":77,""event"":""goal""},{""time"":82,""event"":""foul""}]","1.03","62%","14","5","4","1","9","4","15","17","10","5",,
"Chelsea","home","loss","[{""time"":8,""event"":""foul""},{""time"":15,""event"":""goal""},{""time"":44,""event"":""foul""},{""time"":48,""event"":""foul""},{""time"":71,""event"":""foul""}]","1.39","43%","11","5","2","3","6","2","14","18","7","1",,
"Arsenal","away","win","[{""time"":11,""event"":""foul""},{""time"":77,""event"":""goal""},{""time"":84,""event"":""goal""},{""time"":89,""event"":""foul""},{""time"":91,""event"":""foul""}]","1.05","57%","13","3","7","3","10","1","9","10","14","3",,
"Bournemouth","home","loss","[{""time"":17,""event"":""goal""},{""time"":34,""event"":""foul""},{""time"":47,""event"":""foul""},{""time"":54,""event"":""foul""}]","0.54","34%","7","4","3","2","3","0","11","23","15","5",,"1"
"Wolves","away","win","[{""time"":42,""event"":""foul""},{""time"":48,""event"":""foul""},{""time"":47,""event"":""goal""},{""time"":54,""event"":""foul""},{""time"":83,""event"":""foul""},{""time"":88,""event"":""goal""},{""time"":89,""event"":""foul""},{""time"":91,""event"":""foul""}]","1.14","66%","21","7","12","6","14","1","15","15","10","3",,"0"
"Brentford","home","win","[{""time"":5,""event"":""foul""},{""time"":25,""event"":""goal""},{""time"":46,""event"":""foul""},{""time"":53,""event"":""foul""},{""time"":61,""event"":""foul""},{""time"":62,""event"":""goal""},{""time"":69,""event"":""foul""},{""time"":85,""event"":""foul""},{""time"":87,""event"":""goal""},{""time"":93,""event"":""foul""}]","2.06","50%","23","10","5","5","13","2","14","18","14","1",,"0"
"Burnley","away","loss","[{""time"":32,""event"":""foul""},{""time"":42,""event"":""foul""},{""time"":47,""event"":""foul""},{""time"":78,""event"":""foul""}]","0.17","50%","6","1","5","4","5","2","16","12","12","7",,"1"
"Manchester City","home","win","[{""time"":7,""event"":""goal""},{""time"":19,""event"":""goal""},{""time"":38,""event"":""foul""},{""time"":63,""event"":""foul""},{""time"":84,""event"":""foul""},{""time"":95,""event"":""foul""}]","0.77","55%","10","6","2","4","4","2","12","13","9","2",,"1"
"Brighton","away","loss","[{""time"":36,""event"":""foul""},{""time"":64,""event"":""foul""},{""time"":73,""event"":""goal""}]","0.57","45%","5","3","2","2","2","1","11","12","11","4",,"0"
"Newcastle","home","win","[{""time"":4,""event"":""foul""},{""time"":39,""event"":""foul""},{""time"":44,""event"":""goal""},{""time"":47,""event"":""goal""},{""time"":50,""event"":""foul""},{""time"":66,""event"":""goal""}]","2.15","60%","10","7","6","2","3","0","13","11","7","3",,
"Crystal Palace","away","loss","[{""time"":29,""event"":""foul""},{""time"":50,""event"":""foul""},{""time"":60,""event"":""foul""}]","0.31","40%","17","3","8","3","14","1","7","15","12","3",,
"Nottingham","home","draw","[{""time"":48,""event"":""goal""},{""time"":60,""event"":""foul""},{""time"":76,""event"":""goal""},{""time"":82,""event"":""foul""},{""time"":98,""event"":""foul""}]","2.39","57%","19","8","4","3","11","2","11","17","12","2",,
"Luton","away","draw","[{""time"":83,""event"":""goal""},{""time"":92,""event"":""goal""}]","1.79","43%","13","4","2","0","9","0","14","22","11","6",,
"Liverpool","home","win","[{""time"":50,""event"":""foul""},{""time"":75,""event"":""goal""},{""time"":97,""event"":""goal""}]","2.40","77%","26","6","12","1","20","2","7","24","9","1",,"0"
"Everton","away","loss","[{""time"":18,""event"":""foul""},{""time"":32,""event"":""foul""},{""time"":37,""event"":""foul""}]","0.12","23%","6","1","4","3","5","1","8","13","9","4",,"1"
"Arsenal","home","win","[{""time"":11,""event"":""foul""},{""time"":86,""event"":""goal""},{""time"":93,""event"":""foul""}]","0.46","49%","12","2","5","2","10","2","8","17","8","1",,
"Manchester City","away","loss","[{""time"":23,""event"":""foul""},{""time"":29,""event"":""foul""},{""time"":93,""event"":""foul""}]","0.47","51%","4","1","4","3","3","0","10","14","7","1",,
"Brighton","home","draw","[{""time"":20,""event"":""goal""},{""time"":71,""event"":""foul""},{""time"":78,""event"":""goal""},{""time"":94,""event"":""foul""}]","2.31","46%","14","3","8","1","11","1","20","18","12","2",,
"Liverpool","away","draw","[{""time"":40,""event"":""goal""},{""time"":46,""event"":""goal""},{""time"":67,""event"":""foul""},{""time"":86,""event"":""foul""}]","2.74","54%","14","4","1","2","10","0","12","14","20","1",,
"West Ham","home","draw","[{""time"":8,""event"":""goal""},{""time"":16,""event"":""foul""},{""time"":35,""event"":""foul""},{""time"":70,""event"":""foul""},{""time"":89,""event"":""goal""}]","1.09","35%","5","3","4","3","2","2","19","15","11","1",,
"Newcastle","away","draw","[{""time"":16,""event"":""foul""},{""time"":57,""event"":""goal""},{""time"":62,""event"":""goal""},{""time"":67,""event"":""foul""},{""time"":79,""event"":""foul""}]","1.93","65%","10","3","2","3","7","1","13","17","18","1",,
"Wolves","home","draw","[{""time"":28,""event"":""foul""},{""time"":53,""event"":""goal""},{""time"":62,""event"":""foul""},{""time"":67,""event"":""foul""},{""time"":94,""event"":""foul""}]","1.27","46%","8","3","2","4","5","3","10","15","19","3",,"1"
"Aston Villa","away","draw","[{""time"":6,""event"":""foul""},{""time"":29,""event"":""foul""},{""time"":55,""event"":""goal""}]","1.74","54%","18","4","10","2","14","1","22","15","9","2",,"0"
"Crystal Palace","home","draw","[]","0.92","52%","8","2","3","0","6","0","14","10","7","5",,
"Nottingham","away","draw","[{""time"":84,""event"":""foul""}]","1.32","48%","16","5","7","1","11","2","7","13","12","2",,
"Burnley","home","loss","[{""time"":15,""event"":""goal""},{""time"":30,""event"":""foul""},{""time"":38,""event"":""foul""}]","0.49","37%","10","3","7","2","7","4","12","17","11","1",,
"Chelsea","away","win","[{""time"":26,""event"":""foul""},{""time"":27,""event"":""foul""},{""time"":42,""event"":""goal""},{""time"":47,""event"":""foul""},{""time"":49,""event"":""foul""},{""time"":50,""event"":""goal""},{""time"":65,""event"":""goal""},{""time"":74,""event"":""foul""},{""time"":74,""event"":""goal""}]","1.49","63%","9","5","3","4","4","2","15","11","9","2",,
"Everton","home","win","[{""time"":8,""event"":""goal""},{""time"":11,""event"":""foul""},{""time"":37,""event"":""goal""},{""time"":60,""event"":""goal""}]","2.09","48%","25","8","8","1","17","2","16","18","14","4",,
"Bournemouth","away","loss","[{""time"":58,""event"":""foul""},{""time"":61,""event"":""foul""}]","0.81","52%","11","4","7","2","7","0","16","21","15","5",,
"Fulham","home","win","[{""time"":50,""event"":""foul""},{""time"":53,""event"":""goal""},{""time"":76,""event"":""goal""},{""time"":92,""event"":""goal""}]","2.22","60%","20","6","9","1","14","2","12","16","8","1",,
